id,growth
01426,2.5
01427,-0.2
01428,2.7
01429,2.1
01430,-0.8
01431,1.7
01432,1.0
01433,10.0
01434,1.5
01435,0.9
01436,0.7
01437,2.2
01439,1.9
01441,0.5
01442,0.1
01443,0.5
01444,1.1
01445,2.7
01446,1.5
01447,0.3
01448,0.6
01449,0.4
01450,2.8
01451,1.5
01452,1.4
01453,-0.3
01454,4.3
01456,2.3
01457,1.3
02-01,0.3
02-02,0.6
02-03,1.2
02-04,0.9
02-05,1.1
02-06,1.0
02-07,0.2
02-08,-0.2
02-09,0.9
02-10,0.8
02-11,0.3
02-12,0.4
02-13,-0.2
02-14,0.1
02-15,0.9
02-16,0.1
02-17,1.0
02-18,1.4
02-19,-0.0
02-20,0.4
02-21,0.3
02001,2.6
02002,2.8
02003,2.1
02004,1.7
02005,3.0
02006,-1.5
02007,1.5
02008,2.8
02009,1.2
02010,0.6
02011,-0.2
02012,0.3
02013,0.5
02014,0.8
02015,3.4
02016,2.4
02017,1.6
02018,0.3
02019,0.5
02020,-1.7
02021,-1.6
02022,-0.6
02023,0.8
02024,2.8
02025,0.2
02026,3.8
02027,0.5
02028,2.6
02029,-1.1
02030,-0.5
02031,-0.7
02032,-0.3
02033,-0.9
02034,0.6
02035,2.9
02036,3.4
02037,0.9
02038,0.0
02039,1.4
02040,0.0
02041,-0.0
02042,1.4
02043,0.3
02044,6.4
02046,-0.3
02047,-2.0
02048,1.2
02049,0.9
02050,1.1
02051,0.3
02052,0.4
02053,-2.0
02054,1.2
02055,-0.4
02056,2.5
02057,-0.7
02058,-0.4
02059,-0.0
02060,0.1
02061,0.1
02062,1.3
02063,-0.3
02064,-0.4
02065,-0.4
02066,1.0
02067,1.9
02068,2.9
02069,0.3
02070,0.1
02071,1.2
02072,2.2
02073,1.5
02074,1.6
02075,0.0
02076,4.9
02077,0.4
02078,0.0
02079,1.3
02080,0.6
02081,4.2
02082,-1.4
02083,0.4
02084,1.4
02085,8.4
02086,1.9
02087,2.9
02088,-2.2
02089,0.2
02090,-0.1
02091,0.6
02093,-0.5
02094,0.9
02095,-1.2
02096,2.4
02097,1.5
02098,-0.8
02099,3.2
02100,2.2
02101,0.1
02102,5.2
02103,0.2
02104,-1.1
02105,-0.5
02106,2.1
02107,1.1
02108,2.6
02109,-0.6
02110,1.2
02111,2.0
02112,-0.2
02114,1.9
02115,0.8
02116,-2.8
02117,-0.8
02118,0.0
02119,1.1
02120,1.4
02121,-1.1
02122,0.7
02123,-1.4
02124,0.0
02125,1.7
02126,-0.6
02127,-1.1
02128,-0.3
02129,0.0
02130,-1.6
02131,-0.4
02132,2.1
02133,0.0
02134,0.1
02135,-0.3
02136,-1.8
02137,2.2
02138,0.8
02139,0.9
02140,0.3
02141,-0.8
02142,1.8
02143,-0.3
02144,3.2
02145,0.4
02146,1.0
02147,1.1
02148,0.5
02149,2.0
02150,0.0
02151,-0.4
02152,1.4
02153,2.1
02154,1.0
02155,-0.9
02156,2.6
02157,-0.7
02158,2.4
02159,0.1
02160,-1.0
02161,0.9
02162,2.2
02163,-0.2
02164,-0.2
02165,-0.6
02166,0.1
02167,1.1
02168,-0.6
02169,1.7
02170,-2.5
02171,0.7
02172,-0.5
02173,-1.1
02174,1.6
02175,-1.6
02176,0.7
02177,1.3
02178,5.2
02179,0.8
02180,0.7
02181,1.0
02182,-0.3
02183,0.0
02184,1.0
02185,0.3
02186,-0.3
02187,-0.1
02188,-3.7
02189,1.6
02190,-0.1
02191,0.9
02192,0.7
02193,-0.3
02194,-0.1
02195,1.7
02196,-1.0
02197,-0.6
02198,-0.9
02199,2.8
02200,-1.1
02201,-0.1
02203,1.1
02204,-1.5
02205,4.1
02206,3.6
02207,4.3
02208,0.1
02209,0.7
02210,1.6
02211,-2.0
02212,0.2
02213,0.3
02214,-2.0
02215,1.3
02216,0.8
02217,0.2
02218,0.9
02219,2.5
02220,0.1
02221,2.9
02222,-1.2
02223,1.5
02224,2.4
02225,0.9
02226,0.1
02227,1.2
02228,-0.7
02229,-3.7
02230,-0.1
02231,-3.5
02232,2.2
02233,1.8
02234,3.5
02235,1.6
02236,-0.8
02237,-0.1
02238,1.2
02239,0.8
02240,-0.4
02241,4.6
02242,-0.2
02243,1.1
02244,5.7
02245,1.0
02246,1.3
02248,0.0
02249,0.7
02250,-1.8
02251,-2.7
02252,-1.8
02253,0.1
02254,1.7
02255,1.4
02256,1.4
02257,1.4
02258,-0.6
02259,-0.4
02260,1.3
02261,-0.6
02262,2.9
02263,3.0
02264,0.2
02265,3.6
02266,-1.1
02267,-0.5
02268,1.1
02269,0.7
02270,1.2
02271,0.1
02272,-1.3
02273,1.7
02274,1.2
02275,-0.6
02276,3.2
02277,0.3
02278,-0.9
02279,0.8
02280,1.7
02281,0.2
02282,1.8
02283,0.1
02284,-1.7
02286,-0.4
02287,-0.9
02288,1.8
02289,0.5
02290,1.8
02291,0.4
02292,-1.6
02293,1.1
02294,1.0
02295,1.5
02296,1.4
02297,0.9
02298,-1.6
02299,1.5
02301,-0.1
02302,-1.3
02303,4.8
02304,0.1
02305,-0.7
02306,-0.3
02307,-0.9
02308,1.4
02309,3.8
02310,0.1
02311,1.6
02312,1.7
02313,1.8
02315,0.0
02316,-1.3
02317,0.8
02318,-1.4
02319,0.9
02320,-0.6
02321,0.7
02322,-0.1
02323,2.7
02324,-0.2
02325,4.6
02326,-1.6
02327,-0.2
02328,-0.9
02329,-0.0
02330,-0.7
02331,0.3
02332,1.3
02333,1.3
02334,0.2
02335,-1.7
02336,2.5
02337,-0.1
02338,4.0
02339,0.3
02340,-1.2
02341,-0.8
02342,-1.3
02343,0.9
02344,-8.5
02345,1.4
02346,-0.6
02347,0.1
02348,2.0
02349,-5.6
02350,3.8
02351,3.6
02352,-1.1
02353,-0.4
02354,0.2
02355,1.8
02356,-1.1
02357,0.0
02358,1.3
02359,5.9
02360,0.3
02361,-1.1
02362,0.7
02363,1.3
02364,-1.4
02366,2.4
02367,-1.8
02368,-0.3
02369,-0.6
02370,1.2
02371,-0.8
02372,1.7
02373,-0.1
02374,4.1
02375,4.0
02376,-1.7
02377,0.7
02378,-1.5
02379,1.1
02380,-1.8
02381,-0.3
02382,0.6
02383,1.0
02384,-3.0
02385,-1.4
02386,0.4
02387,-0.6
02388,4.9
02389,0.7
02390,2.2
02391,0.8
02392,-0.7
02393,-1.4
02395,0.1
02396,-1.8
02397,-0.2
02398,0.2
02399,3.7
02400,2.5
02401,-1.5
02402,-1.9
02403,-0.8
02404,4.5
02405,2.1
02406,1.4
02407,-1.6
02408,-0.9
02409,0.7
02410,1.0
02411,-1.1
02412,1.2
02413,0.7
02414,0.2
02415,3.9
02416,-0.3
02417,1.6
02418,2.0
02419,0.6
02420,0.9
02421,-0.2
02422,-0.8
02423,-1.2
02424,0.0
02425,1.1
02426,-0.8
02427,1.3
02428,-1.6
02429,-1.0
02430,2.0
02431,-1.3
02432,0.0
02433,-0.2
02434,2.6
02435,1.3
02438,0.7
02439,0.8
02440,1.0
02441,-0.4
02442,0.7
02443,0.8
02444,-2.4
02445,0.6
02446,5.3
02447,-1.2
02448,-4.0
02449,3.0
02450,-1.0
02451,-0.5
02452,0.8
02453,1.7
02454,0.4
02455,-1.6
02456,0.2
02457,1.3
02458,1.2
02459,0.6
02460,1.1
02461,1.1
02462,4.1
02463,-3.0
02464,1.8
02465,0.1
02466,0.0
02467,4.1
02468,-0.4
02469,0.8
02470,-0.4
02471,1.4
02472,1.9
02473,1.8
02474,1.5
02475,1.1
02476,-0.7
02477,0.3
02478,1.5
02479,3.5
02480,0.9
02481,0.4
02482,-2.5
02483,0.5
02484,0.8
02485,1.7
02486,1.5
02487,-0.6
02488,-0.5
02489,2.2
02490,0.6
02491,0.0
02492,-0.2
02493,-1.0
02494,-2.0
02495,-0.2
02496,5.9
02497,2.1
02498,1.4
02499,5.5
02500,0.6
02501,-1.9
02502,-1.9
02503,-0.2
02504,0.4
02505,3.0
02506,1.4
02507,0.6
02508,4.4
02509,-2.5
02510,-1.3
02511,1.2
02512,0.3
02513,-1.4
02514,0.7
02515,4.2
02516,-1.2
02517,0.8
02518,1.5
02519,0.1
02520,2.0
02521,0.6
02522,2.5
02523,6.9
02524,1.6
02525,0.2
02526,1.2
02527,-0.3
02528,0.0
02529,-1.2
02530,-0.4
02531,-0.2
02532,-0.4
02533,0.3
02534,4.4
02535,-0.6
02536,3.8
02537,3.6
02538,-2.4
02539,0.9
02540,1.2
02541,-2.2
02542,1.1
02543,0.3
02544,-1.0
02545,1.1
02546,3.0
02547,-0.3
02548,1.1
02549,1.0
02550,5.8
02551,2.9
02552,-0.9
02553,-0.2
02554,-1.1
02555,0.2
02556,-1.6
02557,-0.7
02558,-0.2
02559,0.1
02560,0.1
02561,-1.1
02562,1.4
02563,0.8
02564,1.4
02565,0.8
02566,1.1
02567,0.0
02568,-2.4
02569,1.7
02570,3.4
02571,-2.0
02572,2.0
02573,0.3
02574,0.8
02575,0.2
02576,0.7
02577,-0.5
02578,11.5
02579,-0.6
02580,-0.6
02581,2.8
02582,-0.6
02583,3.7
02584,-0.5
02585,0.1
02586,-2.3
02587,0.3
02588,1.9
02589,1.1
02590,1.5
02591,-0.6
02592,0.9
02593,0.1
02594,1.8
02595,0.0
02596,0.9
02597,-1.0
02598,0.3
02599,-1.2
02600,0.3
02601,6.2
02602,0.9
02604,-3.3
02605,0.9
02606,-1.3
02607,-0.9
02608,-1.5
02609,4.1
02610,-0.2
02612,-0.2
02613,-0.6
02614,-1.9
02615,-0.4
02616,1.4
02617,-1.1
02618,1.1
02619,0.2
02620,0.7
02621,1.9
02622,2.8
02623,-0.5
02624,1.0
02625,0.8
02626,-0.8
02627,2.8
02628,-1.0
02629,-0.5
02631,0.7
02632,3.7
02633,-0.3
02634,-0.7
02635,-0.5
02636,-0.8
02637,-1.2
02638,-0.2
02639,2.7
02640,-0.2
02641,0.5
02642,1.5
02643,0.3
02644,0.6
02645,-1.0
02646,3.0
02647,-2.0
02648,-0.8
02649,-1.7
02650,-0.2
02651,4.9
02652,1.4
02653,0.0
02654,2.2
02655,2.8
02656,-0.5
02657,-0.3
02658,-1.7
02659,5.5
02660,-1.4
02661,2.0
02662,-1.9
02663,-0.3
02664,-0.2
02665,1.7
02666,-0.5
02667,-0.4
02668,1.9
02669,-0.4
02670,0.6
02671,0.7
02672,5.5
02673,0.4
02674,0.0
02675,0.0
02676,0.5
02677,2.1
02678,0.5
02679,0.3
02680,-0.4
02681,-0.5
02682,-2.4
02683,2.4
02684,0.1
02685,1.5
02686,0.2
02687,-0.8
02688,3.2
02689,-2.1
02690,-1.2
02691,-0.1
02693,-0.4
02694,-1.0
02695,0.3
02696,7.5
02697,-1.4
02698,-0.7
02699,0.3
02701,-0.1
02702,-1.4
02703,0.6
02704,-0.3
02705,0.6
02706,1.1
02707,-4.3
02708,-0.4
02709,0.8
02710,0.0
02711,1.5
02712,0.5
02713,0.3
02714,1.5
02715,4.1
02716,3.6
02717,-0.3
02718,-2.9
02719,-0.6
02720,-1.2
02721,-0.5
02722,-0.1
02723,-1.2
02724,2.1
02725,0.1
02726,2.9
02727,-0.8
02728,0.6
02729,4.4
02730,-1.2
02731,0.2
02732,0.6
02733,0.9
02734,-0.9
02735,1.5
02736,1.2
02737,1.3
02738,-0.8
02739,0.3
02740,-0.6
02741,-1.2
02742,-3.5
02743,1.2
02744,0.7
02745,1.2
02746,1.8
02747,1.7
02748,0.5
02749,1.3
02750,0.9
02751,3.3
02752,3.8
02753,-0.2
02754,1.6
02755,-1.4
02756,0.6
02757,-1.0
02758,-0.3
02759,5.0
02760,2.6
02761,0.9
02762,1.1
02763,0.5
02764,3.1
02765,-0.3
02766,-0.2
02767,0.5
02768,2.4
02769,0.2
02770,-0.2
02771,-3.1
02772,-3.0
02773,0.0
02774,0.4
02775,0.3
02776,1.1
02777,2.6
02778,0.2
02779,-0.2
02780,-0.7
02781,0.6
02782,-1.3
02783,1.7
02784,-2.2
02785,0.4
02786,0.5
02787,-0.8
02788,0.8
02789,-1.0
02790,3.1
02791,0.4
02792,1.2
02793,1.4
02794,4.5
02795,0.4
02796,-1.9
02797,0.3
02798,1.3
02799,1.1
02800,2.3
02801,0.1
02802,-2.0
02803,1.9
02804,-0.7
02805,0.6
02806,-1.1
02807,1.4
02808,-0.1
02809,-0.9
02810,1.1
02811,2.3
02812,1.7
02813,2.1
02814,-1.2
02815,0.7
02816,2.5
02817,1.3
02818,0.1
02819,-0.3
02820,-1.4
02821,-0.2
02822,0.5
02823,-0.8
02824,0.1
02826,1.2
02827,-0.4
02828,-1.1
02829,4.7
02830,-0.5
02831,0.5
02832,-0.3
02833,-2.1
02834,0.0
03-01,1.7
03-02,-0.5
03-03,0.4
03-04,2.8
03-05,-0.5
03-06,0.6
03-07,0.2
03-08,0.2
03-11,-0.1
03-12,3.5
03-13,0.8
03-14,0.0
03-15,0.8
03-16,0.3
03-19,2.0
03001,1.5
03002,-1.0
03003,-1.6
03004,-1.2
03005,0.3
03006,-0.6
03007,1.2
03008,0.3
03009,3.9
03010,-0.6
03011,1.5
03012,1.7
03013,-0.0
03014,-2.4
03015,3.1
03016,1.3
03017,-0.5
03018,0.5
03019,0.5
03020,0.3
03021,0.3
03022,-0.5
03023,-0.1
03024,-1.1
03025,-0.4
03026,-0.3
03027,0.4
03028,1.3
03029,-0.2
03030,1.4
03031,-0.6
03032,1.1
03033,2.8
03034,-0.6
03035,-0.6
03036,-0.3
03037,0.3
03038,-0.9
03039,-0.5
03040,-0.5
03041,0.5
03042,-0.1
03043,0.5
03044,1.5
03045,-0.2
03046,-0.5
03047,0.4
03048,-0.9
03049,1.0
03050,0.5
03051,0.4
03052,0.5
03053,0.2
03054,0.5
03055,0.1
03056,-0.2
03057,-2.4
03058,-0.1
03059,1.6
03060,1.8
03061,3.1
03062,0.3
03063,1.0
03064,1.0
03065,1.4
03066,-1.3
03067,1.9
03068,-1.7
03069,0.4
03070,-1.9
03071,-1.4
03072,2.9
03073,-0.1
03074,-0.5
03075,2.9
03076,0.1
03077,-0.3
03078,-1.2
03079,0.9
03080,1.9
03081,0.9
03082,-0.6
03083,0.6
03084,-0.0
03085,-0.1
03086,0.0
03087,-0.1
03088,2.8
03089,0.8
03090,-0.9
03091,0.8
03092,0.5
03093,1.5
03094,0.7
03095,0.2
03096,-1.8
03097,0.8
03098,-1.1
03099,-0.3
03100,-0.3
03101,0.1
03102,-1.0
03103,0.3
03104,0.2
03105,0.4
03106,1.0
03107,0.1
03108,0.5
03109,0.7
03110,2.6
03111,2.3
03112,0.0
03113,0.3
03114,1.7
03115,-1.2
03116,0.1
03117,0.1
03118,-0.3
03119,-0.1
03120,-0.9
03121,4.6
03122,0.8
03123,0.6
03124,1.7
03125,-2.2
03126,2.1
03127,-1.3
03128,1.6
03129,1.0
03130,-1.0
03131,0.7
03132,-1.3
03133,0.9
03134,0.9
03135,-0.9
03136,6.4
03137,2.2
03138,-0.5
03139,-1.5
03140,-0.9
03141,0.6
03142,0.6
03143,-2.7
03144,-3.4
03145,4.1
03146,0.9
03147,0.0
03148,3.7
03149,-0.9
03150,1.7
03151,-0.5
03152,-1.6
03153,-0.7
03154,0.4
03155,-1.0
03156,1.7
03157,3.9
03158,-0.9
03159,-0.7
03160,0.7
03161,-0.2
03162,0.2
03163,-0.4
03164,0.4
03165,0.0
03166,1.2
03167,-0.1
03168,-0.2
03169,4.1
03170,-1.2
03171,-2.5
03172,-0.3
03173,-0.1
03174,1.4
03175,1.8
03176,-1.0
03177,-1.1
03178,1.0
03179,0.4
03180,2.3
03181,-3.8
03182,1.3
03183,-0.5
03184,-0.1
03185,-0.9
03186,-0.9
03187,-0.1
03188,-2.4
03189,0.0
03190,-1.3
03191,1.0
03192,3.8
03193,1.6
03194,0.0
03195,-1.0
03196,-1.6
03197,1.4
03198,0.0
03200,-1.3
03201,0.8
03202,-0.7
03203,-1.9
03204,1.1
03205,1.7
03206,0.9
03207,-0.2
03208,1.3
03209,2.5
03210,-0.8
03211,1.7
03212,4.1
03213,0.5
03214,2.5
03215,2.1
03216,-1.1
03217,0.7
03218,-0.8
03219,1.4
03220,-0.1
03221,-0.8
03222,-1.1
03223,1.6
03224,-0.8
03225,-1.0
03226,-0.1
03227,0.2
03228,-2.8
03229,0.0
03230,2.2
03231,-1.5
03232,0.8
03233,-1.0
03234,-1.9
03235,0.3
03236,0.1
03237,0.1
03238,-1.8
03239,-1.3
03240,0.2
03241,-0.7
03242,-1.7
03243,0.9
03244,0.7
03245,-0.1
03246,0.7
03247,1.8
03248,0.0
03249,-1.1
03250,0.5
03251,-0.6
03252,2.8
03253,0.1
03254,-0.4
03255,2.3
03256,-4.3
03257,-0.7
03258,0.8
03259,0.8
03260,2.1
03261,0.2
03262,0.6
03263,-0.2
03264,0.4
03265,-2.2
03266,-2.4
03267,0.1
03268,1.8
03269,0.2
03270,1.4
03271,1.4
03272,0.8
03273,1.2
03274,0.6
03275,-0.0
03276,-0.2
03277,1.9
03278,-0.8
03279,1.9
03280,-0.6
03281,0.2
03282,-1.0
03283,1.5
03284,0.6
03285,1.0
03286,0.8
03287,0.3
03288,-0.2
03289,0.8
03290,1.2
03291,0.4
03292,-0.2
03293,1.4
03294,0.0
03295,3.0
03296,-0.9
03297,-0.7
03298,-1.5
03299,0.2
03300,0.1
03301,1.7
03302,-1.5
03303,0.9
03304,0.7
03305,2.2
03306,1.9
03307,0.0
03308,1.5
03309,-2.2
03310,-0.1
03311,0.2
03312,1.9
03313,-0.7
03314,0.7
03315,0.0
03316,1.4
03317,1.1
03318,-2.6
03319,0.0
03320,0.5
03321,0.8
04-01,0.2
04-02,0.5
04-03,-0.8
04-04,0.8
04-05,0.5
04-06,0.8
04-07,0.5
04-08,1.9
04-11,0.7
04-12,0.9
04-13,0.8
04-14,2.7
04-15,0.7
04001,2.5
04004,1.1
04005,2.4
04006,-0.8
04007,-2.0
04008,1.2
04009,26.9
04012,1.2
04013,0.0
04016,4.6
04017,1.9
04018,-0.4
04019,-1.0
04020,-0.1
04021,-0.9
04022,-1.6
04023,-1.9
04024,-0.7
04025,-0.5
04026,2.0
04027,7.4
04028,0.2
04030,-0.4
04031,2.9
04032,-0.8
04033,1.8
04034,3.4
04035,0.5
04036,-0.4
04037,-1.5
04039,-0.6
04040,1.8
04041,3.4
04042,2.1
04043,4.4
04045,0.8
04046,1.5
04047,-0.3
04049,0.1
04050,-1.5
04051,1.3
04053,-0.3
04054,-3.5
04055,3.9
04057,3.2
04058,2.2
04059,1.8
04061,0.5
04062,5.9
04063,2.1
04065,1.5
04066,6.0
04067,0.8
04068,0.6
04069,-2.7
04070,-0.7
04072,3.3
04073,-1.2
04074,-0.2
04075,0.7
04076,0.7
04077,0.1
04079,1.6
04081,-0.2
04084,3.1
04085,1.9
04086,-0.1
04087,-0.2
04088,0.5
04090,-1.2
04091,-4.5
04092,-0.9
04093,1.4
04094,1.0
04095,0.0
04096,1.8
04097,0.3
04099,3.8
04100,-3.2
04101,0.0
04102,-0.9
04104,-0.2
04106,-0.2
04107,0.0
04108,0.5
04109,6.4
04110,-1.0
04111,0.5
04112,0.3
04113,1.5
04115,2.0
04116,0.8
04118,0.7
04120,-4.7
04121,2.1
04122,2.4
04123,1.4
04124,0.1
04126,0.0
04127,-1.5
04128,0.5
04129,0.8
04130,-2.9
04132,1.3
04133,2.7
04134,1.2
04135,-0.4
04136,1.0
04137,-0.9
04138,3.1
04139,5.2
04140,1.0
04141,1.4
04142,-0.6
04143,2.3
04144,0.9
04145,3.9
04148,1.0
04149,2.3
04150,1.8
04151,0.0
04152,0.7
04154,3.7
04155,1.8
04156,-2.8
04157,2.2
04158,0.6
04159,-4.9
04160,1.0
04161,0.3
04162,2.1
04163,1.8
04164,-6.6
04166,0.9
04167,-0.2
04169,-1.8
04170,2.1
04171,-3.8
04172,-1.1
04173,0.0
04174,1.1
04175,0.8
04176,-2.7
04177,3.9
04178,0.8
04179,-2.5
04180,-0.4
04181,2.2
04182,4.0
04183,2.8
04184,-1.0
04186,-0.9
04187,-1.0
04188,-0.1
04189,2.7
04190,1.9
04191,-5.9
04192,1.9
04193,-0.9
04194,-1.0
04195,0.7
04197,0.8
04198,4.4
04199,4.5
04200,3.5
04201,1.1
04202,4.0
04203,0.4
04204,-2.0
04205,-0.1
04206,0.3
04207,4.0
04208,1.0
04209,0.2
04210,1.8
04211,0.1
04214,-0.3
04216,1.9
04217,0.6
04218,1.9
04219,0.9
04220,-0.8
04222,-2.0
04224,-1.8
04226,-1.7
04227,-2.3
04228,2.2
04229,0.0
04230,4.0
04231,0.8
04233,-0.8
04234,3.6
04235,-1.3
04236,-1.2
04237,-0.9
04240,2.4
04241,2.9
04242,1.5
04244,0.4
04245,1.4
05-01,1.1
05-02,0.7
05-03,2.9
05-04,2.1
05-05,0.2
05-10,0.8
05-11,0.6
05-12,1.3
05-13,0.7
05-14,1.7
05-15,0.6
05001,-2.5
05003,1.7
05004,1.8
05005,0.8
05006,0.1
05007,1.0
05008,1.5
05009,-0.5
05010,1.8
05011,3.3
05012,-0.5
05013,3.3
05014,1.8
05016,3.1
05017,3.7
05018,3.2
05019,-0.1
05021,0.0
05022,7.7
05023,1.2
05024,2.3
05025,2.5
05026,0.1
05027,4.0
05028,4.7
05029,1.0
05031,1.5
05032,1.9
05033,6.8
05034,0.9
05035,-2.2
05036,0.3
05037,1.2
05038,1.0
05039,0.4
05040,2.3
05043,3.5
05044,1.1
05045,1.7
05046,-0.6
05047,0.9
05048,1.1
05049,2.2
05050,1.0
05051,-1.8
05052,0.2
05053,-1.7
05054,2.2
05055,-0.6
05056,1.6
05057,2.0
05058,2.1
05059,5.3
05060,-0.8
05061,1.5
05062,1.5
05063,-0.3
05064,-1.7
05065,0.8
05066,2.1
05068,0.1
05069,-1.7
05070,0.4
05071,3.6
05072,1.8
05073,0.2
05074,2.1
05075,1.1
05076,1.2
