insee,name,density,x,y
86259,Senillé,42,0.62,46.77
86260,Sérigny,12,0.32,46.93
86261,Sèvres-Anxaumont,128,0.46,46.57
86262,Sillars,10,0.79,46.42
86263,Smarves,130,0.36,46.51
86264,Sommières-du-Clain,31,0.37,46.28
86265,Sossais,39,0.38,46.87
86266,Surin,9,0.38,46.08
86268,Tercé,47,0.55,46.51
86269,Ternay,18,-0.05,47.04
86270,Thollet,5,1.13,46.44
86271,Thurageau,23,0.27,46.78
86272,Thuré,66,0.46,46.84
86273,La Trimouille,23,1.06,46.45
86274,Les Trois-Moutiers,30,0.01,47.06
86275,Usseau,35,0.49,46.89
86276,Usson-du-Poitou,18,0.54,46.28
86277,Varennes,28,0.20,46.76
86278,Vaux,29,0.24,46.28
86279,Vaux-sur-Vienne,86,0.56,46.91
86280,Vellèches,20,0.53,46.94
86281,Vendeuvre-du-Poitou,75,0.31,46.73
86284,Vernon,17,0.48,46.43
86285,Verrières,49,0.60,46.40
86286,Verrue,14,0.18,46.87
86287,Vézières,14,0.13,47.09
86288,Vicq-sur-Gartempe,20,0.84,46.73
86289,Le Vigeant,11,0.64,46.22
86290,La Villedieu-du-Clain,220,0.39,46.46
86291,Villemort,24,0.93,46.55
86292,Villiers,79,0.17,46.67
86293,Vivonne,96,0.26,46.41
86294,Vouillé,108,0.16,46.62
86295,Voulême,34,0.24,46.10
86296,Voulon,51,0.24,46.37
86297,Vouneuil-sous-Biard,204,0.27,46.58
86298,Vouneuil-sur-Vienne,55,0.54,46.72
86299,Vouzailles,36,0.10,46.71
86300,Yversay,60,0.21,46.67
87-01,Aixe-sur-Vienne,56,,
87-02,Ambazac,24,,
87-03,Bellac,17,,
87-04,Châteauponsac,12,,
87-05,Condat-sur-Vienne,23,,
87-07,Eymoutiers,15,,
87-18,Rochechouart,20,,
87-19,Saint-Junien,31,,
87-20,Saint-Léonard-de-Noblat,27,,
87-21,Saint-Yrieix-la-Perche,27,,
87001,Aixe-sur-Vienne,245,1.13,45.80
87002,Ambazac,97,1.40,45.95
87003,Arnac-la-Poste,22,1.37,46.26
87004,Augne,6,1.70,45.77
87005,Aureil,94,1.40,45.81
87006,Azat-le-Ris,5,1.06,46.31
87007,Balledent,17,1.22,46.11
87008,La Bazeuge,13,1.08,46.25
87009,Beaumont-du-Lac,7,1.86,45.77
87011,Bellac,172,1.05,46.10
87012,Berneuil,16,1.11,46.07
87013,Bersac-sur-Rivalier,19,1.42,46.08
87014,Bessines-sur-Gartempe,51,1.36,46.11
87015,Beynac,53,1.16,45.77
87016,Les Billanges,14,1.54,45.98
87017,Blanzac,22,1.11,46.13
87018,Blond,11,1.02,46.05
87019,Boisseuil,148,1.33,45.76
87020,Bonnac-la-Côte,62,1.29,45.95
87021,Bosmie-l'Aiguille,302,1.20,45.77
87022,Breuilaufa,32,1.11,46.04
87023,Le Buis,30,1.20,46.03
87024,Bujaleuf,21,1.63,45.79
87025,Burgnac,71,1.17,45.74
87026,Bussière-Boffy,12,0.85,46.06
87027,Bussière-Galant,26,1.05,45.62
87028,Bussière-Poitevine,21,0.90,46.24
87029,Les Cars,37,1.07,45.67
87030,Chaillac-sur-Vienne,79,0.88,45.86
87031,Le Chalard,25,1.12,45.55
87032,Châlus,57,0.96,45.66
87033,Chamboret,36,1.13,46.01
87034,Champagnac-la-Rivière,23,0.91,45.70
87035,Champnétery,19,1.58,45.83
87036,Champsac,27,0.96,45.70
87037,La Chapelle-Montbrandeix,13,0.85,45.64
87038,Chaptelat,111,1.25,45.92
87039,Château-Chervix,15,1.36,45.59
87040,Châteauneuf-la-Forêt,56,1.61,45.70
87041,Châteauponsac,30,1.28,46.13
87042,Le Châtenet-en-Dognon,21,1.51,45.90
87043,Cheissoux,18,1.64,45.83
87044,Chéronnac,17,0.75,45.76
87045,Cieux,23,1.03,45.99
87046,Cognac-la-Forêt,33,1.00,45.84
87047,Compreignac,37,1.28,46.00
87048,Condat-sur-Vienne,309,1.24,45.78
87049,Coussac-Bonneval,20,1.32,45.52
87050,Couzeix,284,1.22,45.88
87051,La Croisille-sur-Briance,16,1.60,45.62
87052,La Croix-sur-Gartempe,15,1.00,46.16
87053,Cromac,11,1.31,46.36
87054,Cussac,39,0.85,45.69
87055,Darnac,15,0.96,46.24
87056,Dinsac,13,1.11,46.24
87057,Dompierre-les-Églises,13,1.25,46.22
87058,Domps,9,1.71,45.66
87059,Le Dorat,73,1.07,46.21
87060,Dournazac,18,0.92,45.63
87061,Droux,17,1.15,46.17
87062,Eybouleuf,39,1.48,45.80
87063,Eyjeaux,50,1.38,45.77
87064,Eymoutiers,29,1.74,45.71
87065,Feytiat,248,1.33,45.81
87066,Flavignac,34,1.07,45.71
87067,Folles,16,1.46,46.12
87068,Fromental,23,1.42,46.16
87069,Gajoubert,12,0.84,46.11
87070,La Geneytouse,43,1.45,45.79
87071,Glandon,29,1.23,45.47
87072,Glanges,23,1.46,45.66
87073,Gorre,25,1.00,45.74
87074,Les Grands-Chézeaux,18,1.38,46.36
87075,Isle,372,1.19,45.80
87076,Jabreilles-les-Bordes,14,1.52,46.02
87077,Janailhac,27,1.24,45.65
87078,Javerdat,27,0.97,45.96
87079,La Jonchère-Saint-Maurice,52,1.48,46.01
87080,Jouac,9,1.26,46.35
87081,Jourgnac,73,1.21,45.73
87082,Ladignac-le-Long,24,1.11,45.59
87083,Laurière,27,1.50,46.08
87084,Lavignac,25,1.12,45.72
87085,Limoges,1746,1.25,45.85
87086,Linards,31,1.54,45.70
87087,Lussac-les-Églises,12,1.18,46.34
87088,Magnac-Bourg,76,1.44,45.60
87089,Magnac-Laval,25,1.17,46.23
87090,Mailhac-sur-Benaize,14,1.32,46.31
87091,Maisonnais-sur-Tardoire,13,0.68,45.71
87092,Marval,15,0.80,45.63
87093,Masléon,36,1.57,45.77
87094,Meilhac,35,1.16,45.71
87095,Meuzac,17,1.42,45.55
87096,La Meyze,30,1.19,45.61
87097,Mézières-sur-Issoire,19,0.91,46.11
87099,Moissannes,15,1.56,45.87
87100,Montrol-Sénard,9,0.95,46.02
87101,Mortemart,32,0.96,46.05
87103,Nantiat,62,1.17,46.01
87104,Nedde,9,1.83,45.72
87105,Neuvic-Entier,23,1.64,45.74
87106,Nexon,62,1.19,45.68
87107,Nieul,96,1.18,45.92
87108,Nouic,14,0.92,46.06
87109,Oradour-Saint-Genest,10,1.02,46.24
87110,Oradour-sur-Glane,62,1.02,45.93
87111,Oradour-sur-Vayres,39,0.88,45.74
87112,Pageas,22,1.02,45.68
87113,Le Palais-sur-Vienne,588,1.32,45.87
87114,Panazol,519,1.32,45.84
87115,Pensol,12,0.83,45.60
87116,Peyrat-de-Bellac,36,1.02,46.13
87117,Peyrat-le-Château,18,1.78,45.81
87118,Peyrilhac,32,1.12,45.96
87119,Pierre-Buffière,202,1.36,45.69
87120,La Porcherie,18,1.55,45.58
87121,Rancon,16,1.18,46.13
87122,Razès,48,1.34,46.04
87123,Rempnat,7,1.86,45.69
87124,Rilhac-Lastours,23,1.11,45.66
87125,Rilhac-Rancon,252,1.33,45.91
87126,Rochechouart,70,0.84,45.82
87127,La Roche-l'Abeille,17,1.26,45.59
87128,Roussac,19,1.20,46.07
87129,Royères,47,1.43,45.85
87130,Roziers-Saint-Georges,16,1.56,45.74
87131,Saillat-sur-Vienne,132,0.83,45.87
87132,Saint-Amand-le-Petit,7,1.77,45.77
87133,Saint-Amand-Magnazeix,18,1.36,46.18
87134,Sainte-Anne-Saint-Priest,8,1.68,45.70
87135,Saint-Auvent,29,0.92,45.81
87136,Saint-Barbant,9,0.85,46.20
87137,Saint-Bazile,17,0.81,45.73
87138,Saint-Bonnet-Briance,19,1.48,45.72
87139,Saint-Bonnet-de-Bellac,15,0.94,46.16
87140,Saint-Brice-sur-Vienne,78,0.96,45.90
87141,Saint-Cyr,34,0.98,45.80
87142,Saint-Denis-des-Murs,22,1.53,45.78
87143,Saint-Gence,94,1.14,45.91
87144,Saint-Genest-sur-Roselle,25,1.42,45.70
87145,Saint-Georges-les-Landes,15,1.35,46.36
87146,Saint-Germain-les-Belles,32,1.49,45.61
87147,Saint-Gilles-les-Forêts,6,1.67,45.63
87148,Saint-Hilaire-Bonneval,33,1.37,45.72
87149,Saint-Hilaire-la-Treille,14,1.31,46.25
87150,Saint-Hilaire-les-Places,39,1.15,45.64
87151,Saint-Jean-Ligoure,16,1.31,45.69
87152,Saint-Jouvent,66,1.21,45.96
87153,Saint-Julien-le-Petit,10,1.71,45.82
87154,Saint-Junien,200,0.89,45.90
87155,Saint-Junien-les-Combes,9,1.13,46.09
87156,Saint-Just-le-Martel,82,1.39,45.85
87157,Saint-Laurent-les-Églises,31,1.48,45.96
87158,Saint-Laurent-sur-Gorre,36,0.97,45.77
87159,Saint-Léger-la-Montagne,10,1.43,46.03
87160,Saint-Léger-Magnazeix,9,1.24,46.29
87161,Saint-Léonard-de-Noblat,83,1.50,45.84
87162,Sainte-Marie-de-Vaux,35,1.04,45.86
87163,Saint-Martial-sur-Isop,6,0.87,46.15
87164,Saint-Martin-de-Jussac,38,0.94,45.86
87165,Saint-Martin-le-Mault,9,1.22,46.36
87166,Saint-Martin-le-Vieux,52,1.12,45.75
87167,Saint-Martin-Terressus,24,1.46,45.91
87168,Saint-Mathieu,28,0.77,45.71
87169,Saint-Maurice-les-Brousses,97,1.24,45.70
87170,Saint-Méard,16,1.54,45.66
87172,Saint-Ouen-sur-Gartempe,10,1.08,46.17
87173,Saint-Pardoux,24,1.29,46.06
87174,Saint-Paul,33,1.44,45.75
87176,Saint-Priest-Ligoure,16,1.30,45.63
87177,Saint-Priest-sous-Aixe,71,1.08,45.82
87178,Saint-Priest-Taurion,105,1.40,45.90
87179,Saint-Sornin-la-Marche,11,0.99,46.19
87180,Saint-Sornin-Leulac,20,1.30,46.20
87181,Saint-Sulpice-Laurière,61,1.48,46.06
87182,Saint-Sulpice-les-Feuilles,34,1.39,46.32
87183,Saint-Sylvestre,30,1.37,45.99
87184,Saint-Symphorien-sur-Couze,12,1.24,46.05
87185,Saint-Victurnien,81,1.02,45.88
87186,Saint-Vitte-sur-Briance,17,1.54,45.62
87187,Saint-Yrieix-la-Perche,68,1.20,45.52
87188,Saint-Yrieix-sous-Aixe,47,1.06,45.85
87189,Les Salles-Lavauguyon,14,0.69,45.74
87190,Sauviat-sur-Vige,31,1.59,45.91
87191,Séreilhac,48,1.06,45.77
87192,Solignac,91,1.26,45.75
87193,Surdoux,11,1.65,45.61
87194,Sussac,14,1.65,45.66
87195,Tersannes,6,1.13,46.29
87196,Thiat,14,0.97,46.27
87197,Thouron,37,1.22,46.00
87198,Vaulry,25,1.08,46.03
87199,Vayres,22,0.82,45.77
87200,Verneuil-Moustiers,7,1.12,46.34
87201,Verneuil-sur-Vienne,132,1.13,45.85
87202,Veyrac,60,1.09,45.90
87203,Vicq-sur-Breuilh,27,1.39,45.65
87204,Videix,13,0.73,45.78
87205,Le Vigen,70,1.28,45.74
87206,Villefavard,17,1.21,46.17
88-01,Bresse,37,,
88-02,Bruyères,32,,
88-03,Charmes,23,,
88-04,Darney,19,,
88-05,Épinal-1,12,,
88-06,Épinal-2,51,,
88-07,Gérardmer,22,,
88-08,Golbey,38,,
88-09,Mirecourt,25,,
88-10,Neufchâteau,18,,
88-11,Raon-l'Etape,24,,
88-12,Remiremont,59,,
88-13,Saint-Dié-des-Vosges-1,35,,
88-14,Saint-Dié-des-Vosges-2,37,,
88-15,Thillot,59,,
88-16,Val-d'Ajol,17,,
88-17,Vittel,21,,
88001,Les Ableuvenettes,17,6.19,48.19
88002,Ahéville,10,6.20,48.28
88003,Aingeville,13,5.77,48.21
88004,Ainvelle,18,5.83,47.99
88005,Allarmont,17,7.02,48.47
88006,Ambacourt,44,6.14,48.35
88007,Ameuvelle,10,5.95,47.95
88008,Anglemont,27,6.67,48.38
88009,Anould,139,6.94,48.18
88010,Aouze,17,5.87,48.38
88011,Arches,96,6.51,48.11
88012,Archettes,79,6.55,48.13
88013,Aroffe,12,5.90,48.41
88014,Arrentès-de-Corcieux,10,6.88,48.13
88015,Attignéville,15,5.83,48.40
88016,Attigny,16,6.03,48.06
88017,Aulnois,34,5.78,48.26
88018,Aumontzey,145,6.78,48.17
88019,Autigny-la-Tour,11,5.78,48.42
88020,Autreville,15,5.86,48.49
88021,Autrey,17,6.72,48.29
88022,Auzainvilliers,27,5.85,48.24
88023,Avillers,13,6.21,48.31
88024,Avrainville,23,6.22,48.38
88025,Avranville,8,5.54,48.42
88026,Aydoilles,107,6.57,48.21
88027,Badménil-aux-Bois,15,6.52,48.31
88028,La Baffe,72,6.56,48.16
88029,Bains-les-Bains,48,6.26,48.00
88030,Bainville-aux-Saules,23,6.13,48.21
88031,Balléville,18,5.85,48.33
88032,Ban-de-Laveline,50,7.08,48.23
88033,Ban-de-Sapt,15,7.02,48.34
88035,Barbey-Seroux,19,6.85,48.13
88036,Barville,11,5.77,48.38
88037,Basse-sur-le-Rupt,64,6.77,47.99
88038,Battexey,12,6.18,48.39
88039,Baudricourt,91,6.06,48.31
88040,Bayecourt,40,6.49,48.27
88041,Bazegney,20,6.23,48.27
88042,Bazien,28,6.68,48.41
88043,Bazoilles-et-Ménil,21,6.10,48.26
88044,Bazoilles-sur-Meuse,28,5.65,48.30
88045,Beaufremont,9,5.75,48.25
88046,Beauménil,36,6.72,48.17
88047,Begnécourt,37,6.16,48.21
88048,Bellefontaine,26,6.46,48.01
88049,Belmont-lès-Darney,29,6.01,48.09
88050,Belmont-sur-Buttant,34,6.77,48.22
88051,Belmont-sur-Vair,17,5.92,48.26
88052,Belrupt,12,6.09,48.09
88053,Belval,24,7.07,48.41
88054,Bertrimoutier,86,7.06,48.26
88055,Bettegney-Saint-Brice,28,6.31,48.30
88056,Bettoncourt,27,6.17,48.34
88057,Le Beulay,48,7.06,48.30
88058,Biécourt,15,5.95,48.32
88059,Biffontaine,49,6.82,48.21
88060,Blémerey,8,6.04,48.36
88061,Bleurville,17,5.96,48.07
88062,Blevaincourt,12,5.69,48.12
88063,Bocquegney,28,6.31,48.22
88064,Bois-de-Champ,7,6.80,48.24
88065,Bonvillet,33,6.06,48.10
88066,Boulaincourt,30,6.09,48.37
88068,La Bourgonce,54,6.81,48.30
88069,Bouxières-aux-Bois,17,6.32,48.26
88070,Bouxurulles,23,6.23,48.33
88071,Bouzemont,11,6.24,48.25
88073,Brantigny,66,6.28,48.35
88074,Brechainville,4,5.51,48.36
88075,La Bresse,75,6.93,48.02
88076,Brouvelieures,66,6.73,48.24
88077,Brû,65,6.69,48.35
88078,Bruyères,198,6.72,48.21
88079,Bulgnéville,111,5.84,48.21
88080,Bult,31,6.60,48.30
88081,Bussang,54,6.88,47.89
88082,Celles-sur-Plaine,43,6.97,48.45
88083,Certilleux,38,5.74,48.32
88084,Chamagne,30,6.29,48.41
88085,Champdray,16,6.76,48.13
88086,Champ-le-Duc,134,6.73,48.19
88087,Chantraine,510,6.42,48.17
88088,La Chapelle-aux-Bois,22,6.32,48.03
88089,La Chapelle-devant-Bruyères,32,6.81,48.18
88090,Charmes,198,6.32,48.38
88091,Charmois-devant-Bruyères,62,6.59,48.17
88092,Charmois-l'Orgueilleux,17,6.26,48.09
88093,Châtas,10,7.04,48.37
88094,Châtel-sur-Moselle,141,6.40,48.32
88095,Châtenois,102,5.83,48.31
88096,Châtillon-sur-Saône,15,5.88,47.95
88097,Chauffecourt,19,6.16,48.33
88098,Chaumousey,101,6.33,48.17
88099,Chavelot,240,6.43,48.23
88100,Chef-Haut,14,6.01,48.35
88101,Cheniménil,127,6.60,48.14
88102,Chermisey,9,5.57,48.41
88103,Circourt,13,6.29,48.25
88104,Circourt-sur-Mouzon,20,5.70,48.31
88105,Claudon,10,6.04,48.03
88106,Ban-sur-Meurthe-Clefcy,21,6.98,48.13
88107,Clérey-la-Côte,10,5.76,48.48
88108,Le Clerjus,17,6.33,47.98
88109,Cleurie,59,6.67,48.06
88110,Clézentaine,17,6.53,48.41
88111,Coinches,61,7.02,48.25
88112,Colroy-la-Grande,46,7.12,48.32
88113,Combrimont,31,7.08,48.27
88114,Contrexéville,222,5.89,48.19
88115,Corcieux,94,6.88,48.17
88116,Cornimont,86,6.87,47.97
88117,Courcelles-sous-Châtenois,36,5.82,48.33
88118,Coussey,46,5.67,48.41
88119,Crainvilliers,17,5.84,48.15
88120,La Croix-aux-Mines,33,7.06,48.20
88121,Damas-aux-Bois,9,6.42,48.38
88122,Damas-et-Bettegney,24,6.26,48.21
88123,Damblain,19,5.67,48.09
88124,Darney,148,6.05,48.08
88125,Darney-aux-Chênes,24,5.81,48.28
88126,Darnieulles,150,6.34,48.20
88127,Deinvillers,12,6.56,48.41
88128,Denipaire,36,6.96,48.34
88129,Derbamont,14,6.27,48.27
88130,Destord,43,6.62,48.27
88131,Deycimont,50,6.64,48.17
88132,Deyvillers,171,6.52,48.20
88133,Dignonville,31,6.50,48.24
88134,Dinozé,206,6.48,48.14
88135,Docelles,109,6.62,48.14
88136,Dogneville,125,6.46,48.22
88137,Dolaincourt,33,5.81,48.34
88138,Dombasle-devant-Darney,10,6.08,48.13
88139,Dombasle-en-Xaintois,25,5.99,48.31
88140,Dombrot-le-Sec,20,5.90,48.14
88141,Dombrot-sur-Vair,28,5.89,48.26
88142,Domèvre-sur-Avière,44,6.39,48.22
88143,Domèvre-sur-Durbion,23,6.48,48.29
88144,Domèvre-sous-Montfort,19,6.07,48.26
88145,Domfaing,60,6.75,48.24
88146,Domjulien,16,5.99,48.26
88147,Dommartin-aux-Bois,27,6.29,48.15
88148,Dommartin-lès-Remiremont,87,6.65,47.99
88149,Dommartin-lès-Vallois,12,6.09,48.15
88150,Dommartin-sur-Vraine,45,5.91,48.34
88151,Dompaire,68,6.21,48.23
88152,Dompierre,31,6.57,48.25
88153,Domptail,19,6.62,48.45
88154,Domrémy-la-Pucelle,15,5.66,48.44
88155,Domvallier,36,6.08,48.31
88156,Doncières,19,6.64,48.39
88157,Dounoux,93,6.44,48.11
88158,Éloyes,262,6.62,48.09
88159,Entre-deux-Eaux,62,7.00,48.24
88160,Épinal,547,6.48,48.16
88161,Escles,19,6.17,48.12
88162,Esley,15,6.06,48.18
88163,Essegney,87,6.33,48.38
88164,Estrennes,16,6.06,48.26
88165,Étival-Clairefontaine,95,6.84,48.36
88166,Évaux-et-Ménil,70,6.30,48.32
88167,Faucompierre,99,6.66,48.14
88168,Fauconcourt,25,6.54,48.37
88169,Fays,50,6.67,48.20
88170,Ferdrupt,51,6.72,47.91
88171,Fignévelle,12,5.91,47.98
88172,Fiménil,47,6.71,48.18
88173,Florémont,53,6.25,48.37
88174,Fomerey,29,6.34,48.22
88175,Fontenay,80,6.59,48.22
88176,Fontenoy-le-Château,16,6.20,47.98
88177,La Forge,118,6.72,48.07
88178,Les Forges,276,6.39,48.17
88179,Fouchécourt,10,5.86,48.01
88180,Frain,19,5.88,48.08
88181,Fraize,197,7.02,48.19
88182,Frapelle,48,7.05,48.29
88183,Frebécourt,29,5.67,48.38
88184,Fremifontaine,50,6.70,48.26
88185,Frenelle-la-Grande,21,6.09,48.35
88186,Frenelle-la-Petite,15,6.06,48.35
88187,Frénois,9,6.12,48.19
88188,Fresse-sur-Moselle,97,6.81,47.87
88189,Fréville,23,5.62,48.33
88190,Frizon,41,6.35,48.29
88192,Gelvécourt-et-Adompt,24,6.18,48.20
88193,Gemaingoutte,32,7.11,48.25
88194,Gemmelaincourt,22,5.97,48.27
88195,Gendreville,14,5.72,48.24
88196,Gérardmer,154,6.86,48.07
88197,Gerbamont,38,6.77,48.00
88198,Gerbépal,30,6.92,48.13
88199,Gignéville,13,5.92,48.11
88200,Gigney,11,6.33,48.23
88201,Girancourt,50,6.33,48.15
88202,Gircourt-lès-Viéville,21,6.19,48.34
88203,Girecourt-sur-Durbion,47,6.60,48.25
88204,Girmont,76,6.45,48.25
88205,Girmont-Val-d'Ajol,14,6.57,47.95
88206,Gironcourt-sur-Vraine,130,5.93,48.30
88208,Godoncourt,12,5.93,48.00
88209,Golbey,885,6.43,48.20
88210,Gorhey,28,6.29,48.19
88212,Grand,11,5.48,48.39
88213,La Grande-Fosse,16,7.08,48.34
88214,Grandrupt-de-Bains,24,6.18,48.06
88215,Grandrupt,12,7.06,48.37
88216,Grandvillers,42,6.67,48.24
88218,Granges-sur-Vologne,77,6.81,48.13
88219,Greux,21,5.67,48.46
88220,Grignoncourt,8,5.91,47.96
88221,Gruey-lès-Surance,9,6.17,48.03
88222,Gugnécourt,42,6.62,48.25
88223,Gugney-aux-Aulx,18,6.27,48.30
88224,Hadigny-les-Verrières,27,6.48,48.32
88225,Hadol,47,6.46,48.08
88226,Hagécourt,15,6.16,48.23
88227,Hagnéville-et-Roncourt,10,5.79,48.25
88228,Haillainville,14,6.49,48.39
88229,Harchéchamp,13,5.80,48.41
88230,Hardancourt,12,6.56,48.38
88231,Haréville,78,6.02,48.20
88232,Harmonville,15,5.87,48.46
88233,Harol,22,6.25,48.14
88234,Harsault,35,6.24,48.05
88235,Hautmougey,20,6.24,48.03
88236,La Haye,18,6.21,48.06
88237,Hennecourt,49,6.29,48.21
88238,Hennezel,13,6.11,48.05
88239,Hergugney,25,6.21,48.39
88240,Herpelmont,47,6.73,48.17
88241,Houécourt,43,5.90,48.29
88242,Houéville,13,5.81,48.37
88243,Housseras,26,6.74,48.31
88244,La Houssière,30,6.86,48.21
88245,Hurbache,31,6.93,48.35
88246,Hymont,115,6.14,48.26
88247,Igney,155,6.39,48.28
88248,Isches,13,5.82,48.02
88249,Jainvillotte,11,5.70,48.26
88250,Jarménil,86,6.59,48.11
88251,Jeanménil,61,6.72,48.33
88252,Jésonville,20,6.11,48.13
88253,Jeuxey,80,6.49,48.20
88254,Jorxey,16,6.24,48.30
88255,Jubainville,20,5.75,48.46
88256,Jussarupt,42,6.75,48.16
88257,Juvaincourt,22,6.06,48.33
88258,Lamarche,30,5.78,48.06
88259,Landaville,23,5.75,48.28
88260,Langley,67,6.33,48.36
88261,Laval-sur-Vologne,179,6.69,48.20
88262,Laveline-devant-Bruyères,207,6.76,48.19
88263,Laveline-du-Houx,28,6.71,48.14
88264,Légéville-et-Bonfays,10,6.15,48.19
88265,Lemmecourt,17,5.73,48.26
88266,Lépanges-sur-Vologne,121,6.67,48.18
88267,Lerrain,39,6.14,48.13
88268,Lesseux,60,7.09,48.28
88269,Liézey,21,6.80,48.10
88270,Liffol-le-Grand,68,5.57,48.32
88271,Lignéville,26,5.95,48.16
88272,Lironcourt,15,5.88,47.97
88273,Longchamp,43,6.52,48.22
88274,Longchamp-sous-Châtenois,19,5.84,48.29
88275,Lubine,15,7.17,48.32
88276,Lusse,23,7.13,48.29
88277,Luvigny,28,7.08,48.50
88278,Maconcourt,17,5.94,48.36
88279,Madecourt,14,6.12,48.24
88280,Madegney,33,6.29,48.29
88281,Madonne-et-Lamerey,54,6.24,48.23
88282,Le Magny,nan,,
88283,Malaincourt,16,5.77,48.22
88284,Mandray,50,7.00,48.21
88285,Mandres-sur-Vair,37,5.89,48.22
88286,Marainville-sur-Madon,18,6.16,48.40
88287,Marey,9,5.91,48.10
88288,Maroncourt,5,6.16,48.25
88289,Martigny-les-Bains,28,5.82,48.11
88290,Martigny-les-Gerbonvaux,13,5.79,48.45
88291,Martinvelle,5,6.01,47.99
88292,Mattaincourt,147,6.13,48.28
88293,Maxey-sur-Meuse,23,5.72,48.45
88294,Mazeley,26,6.34,48.25
88295,Mazirot,34,6.16,48.32
88296,Médonville,9,5.73,48.22
88297,Méménil,17,6.62,48.21
88298,Ménarmont,11,6.65,48.42
88299,Ménil-en-Xaintois,42,5.97,48.30
88300,Ménil-de-Senones,21,7.00,48.37
88301,Ménil-sur-Belvitte,36,6.70,48.38
88302,Le Ménil,55,6.82,47.91
88303,Midrevaux,14,5.59,48.39
88304,Mirecourt,476,6.12,48.29
88305,Moncel-sur-Vair,29,5.70,48.43
88306,Le Mont,13,7.02,48.41
88307,Mont-lès-Lamarche,14,5.80,48.02
88308,Mont-lès-Neufchâteau,26,5.64,48.35
88309,Monthureux-le-Sec,15,6.03,48.17
88310,Monthureux-sur-Saône,47,5.97,48.03
88311,Montmotier,12,6.17,47.98
88312,Morelmaison,36,5.92,48.32
88313,Moriville,17,6.42,48.35
88314,Morizécourt,11,5.86,48.07
88315,Mortagne,7,6.80,48.27
88316,Morville,15,5.80,48.24
88317,Moussey,22,7.06,48.45
88318,Moyemont,18,6.54,48.34
88319,Moyenmoutier,96,6.92,48.38
88320,Nayemont-les-Fosses,96,7.01,48.30
88321,Neufchâteau,279,5.69,48.36
88322,La Neuveville-devant-Lépanges,55,6.67,48.15
88324,La Neuveville-sous-Châtenois,52,5.87,48.29
88325,La Neuveville-sous-Montfort,17,6.02,48.23
88326,Neuvillers-sur-Fave,69,7.03,48.28
88327,Nomexy,280,6.37,48.31
88328,Nompatelize,82,6.86,48.33
88330,Nonville,25,5.98,48.09
88331,Nonzeville,28,6.63,48.27
88332,Norroy,32,5.92,48.21
88333,Nossoncourt,19,6.67,48.40
88334,Oëlleville,28,6.02,48.34
88335,Offroicourt,16,6.03,48.28
88336,Ollainville,11,5.80,48.27
88337,Oncourt,45,6.38,48.25
88338,Ortoncourt,20,6.51,48.37
88340,Padoux,27,6.57,48.29
88341,Pair-et-Grandrupt,119,7.01,48.28
88342,Pallegney,29,6.45,48.29
88343,Parey-sous-Montfort,20,5.95,48.25
88344,Pargny-sous-Mureau,10,5.59,48.36
88345,La Petite-Fosse,17,7.05,48.32
88346,La Petite-Raon,92,6.99,48.42
88347,Pierrefitte,13,6.17,48.16
88348,Pierrepont-sur-l'Arentèle,23,6.66,48.26
88349,Plainfaing,46,7.04,48.14
88350,Pleuvezain,22,5.92,48.38
88351,Plombières-les-Bains,68,6.43,47.97
88352,Pompierre,19,5.68,48.27
88353,Pont-lès-Bonfays,21,6.14,48.17
88354,Pont-sur-Madon,47,6.15,48.37
88355,Portieux,164,6.36,48.35
88356,Les Poulières,89,6.79,48.20
88357,Poussay,82,6.12,48.32
88358,Pouxeux,140,6.57,48.10
88359,Prey,47,6.69,48.18
88360,Provenchères-lès-Darney,21,5.96,48.12
88361,Provenchères-sur-Fave,123,7.08,48.31
88362,Le Puid,18,7.04,48.39
88363,Punerot,13,5.82,48.48
88364,Puzieux,29,6.10,48.34
88365,Racécourt,22,6.20,48.26
88366,Rainville,33,5.89,48.36
88367,Rambervillers,267,6.63,48.35
88368,Ramecourt,52,6.10,48.31
88369,Ramonchamp,127,6.74,47.90
88370,Rancourt,10,6.11,48.22
88371,Raon-aux-Bois,52,6.51,48.06
88372,Raon-l'Étape,273,6.86,48.41
88373,Raon-sur-Plaine,45,7.11,48.51
88374,Rapey,6,6.25,48.32
88375,Raves,110,7.04,48.26
88376,Rebeuville,29,5.72,48.34
88377,Regnévelle,16,5.97,47.99
88378,Regney,24,6.31,48.29
88379,Rehaincourt,22,6.47,48.36
88380,Rehaupal,41,6.74,48.12
88381,Relanges,15,6.02,48.11
88382,Remicourt,18,6.06,48.28
88383,Remiremont,431,6.58,48.00
88385,Remoncourt,42,6.05,48.22
88386,Remomeix,97,7.01,48.26
88387,Removille,27,5.85,48.37
88388,Renauvoid,12,6.38,48.14
88389,Repel,22,5.98,48.34
88390,Robécourt,13,5.71,48.14
88391,Rochesson,33,6.82,48.02
88392,Rocourt,15,5.75,48.11
88393,Rollainville,39,5.74,48.35
88394,Romain-aux-Bois,6,5.71,48.08
88395,Romont,18,6.58,48.35
88398,Les Rouges-Eaux,15,6.82,48.27
88399,Le Roulier,36,6.62,48.17
88400,Rouvres-en-Xaintois,26,6.02,48.30
88401,Rouvres-la-Chétive,39,5.78,48.30
88402,Roville-aux-Chênes,50,6.61,48.38
