insee,name,density,x,y
22290,Saint-Gelven,18,-3.09,48.23
22291,Saint-Gildas,19,-3.01,48.42
22292,Saint-Gilles-du-Mené,36,-2.55,48.24
22293,Saint-Gilles-les-Bois,43,-3.09,48.66
22294,Saint-Gilles-Pligeaux,14,-3.09,48.38
22295,Saint-Gilles-Vieux-Marché,15,-2.97,48.25
22296,Saint-Glen,52,-2.52,48.35
22297,Saint-Gouéno,34,-2.56,48.28
22298,Saint-Guen,26,-2.91,48.21
22299,Saint-Hélen,76,-1.96,48.47
22300,Saint-Hervé,43,-2.81,48.27
22302,Saint-Jacut-de-la-Mer,296,-2.19,48.59
22303,Saint-Jacut-du-Mené,37,-2.49,48.28
22304,Saint-Jean-Kerdaniel,53,-3.03,48.55
22305,Saint-Jouan-de-l'Isle,58,-2.18,48.27
22306,Saint-Judoce,56,-1.95,48.36
22307,Saint-Julien,364,-2.82,48.45
22308,Saint-Juvat,37,-2.05,48.36
22309,Saint-Launeuc,17,-2.35,48.23
22310,Saint-Laurent,57,-3.24,48.62
22311,Saint-Lormel,92,-2.24,48.55
22312,Saint-Maden,31,-2.07,48.34
22313,Saint-Martin-des-Prés,16,-2.96,48.31
22314,Saint-Maudan,57,-2.77,48.11
22315,Saint-Maudez,60,-2.18,48.45
22316,Saint-Mayeux,16,-3.02,48.26
22317,Saint-Méloir-des-Bois,43,-2.26,48.44
22318,Saint-Michel-de-Plélan,45,-2.22,48.46
22319,Saint-Michel-en-Grève,99,-3.56,48.67
22320,Saint-Nicodème,10,-3.34,48.35
22321,Saint-Nicolas-du-Pélem,42,-3.16,48.32
22322,Saint-Péver,30,-3.09,48.48
22323,Saint-Pôtan,40,-2.29,48.56
22324,Saint-Quay-Perros,298,-3.45,48.78
22325,Saint-Quay-Portrieux,789,-2.84,48.65
22326,Saint-Rieul,80,-2.42,48.44
22327,Saint-Samson-sur-Rance,244,-2.02,48.49
22328,Saint-Servais,15,-3.37,48.39
22330,Saint-Thélo,29,-2.84,48.25
22331,Sainte-Tréphine,17,-3.17,48.27
22332,Saint-Trimoël,55,-2.54,48.39
22333,Saint-Vran,27,-2.46,48.24
22334,Saint-Igeaux,11,-3.11,48.28
22335,Senven-Léhart,19,-3.07,48.44
22337,Sévignac,26,-2.32,48.33
22338,Squiffiec,74,-3.17,48.64
22339,Taden,112,-2.05,48.49
22340,Tonquédec,63,-3.40,48.68
22341,Tramain,72,-2.39,48.40
22342,Trébédan,37,-2.16,48.41
22343,Trébeurden,274,-3.56,48.77
22344,Trébrivan,30,-3.48,48.31
22345,Trébry,33,-2.56,48.35
22346,Trédaniel,61,-2.61,48.35
22347,Trédarzec,96,-3.20,48.79
22348,Trédias,47,-2.22,48.36
22349,Trédrez-Locquémeau,135,-3.56,48.71
22350,Tréduder,41,-3.57,48.65
22351,Treffrin,78,-3.53,48.30
22352,Tréfumel,48,-2.02,48.34
22353,Trégastel,350,-3.51,48.82
22354,Tréglamus,53,-3.25,48.56
22356,Trégomeur,89,-2.88,48.57
22357,Trégon,40,-2.18,48.57
22358,Trégonneau,83,-3.16,48.61
22359,Trégrom,24,-3.40,48.59
22360,Trégueux,552,-2.75,48.48
22361,Tréguidel,91,-2.94,48.60
22362,Tréguier,1684,-3.23,48.78
22363,Trélévern,196,-3.37,48.80
22364,Trélivan,227,-2.11,48.43
22365,Trémargat,14,-3.27,48.33
22366,Trémel,36,-3.62,48.60
22367,Tréméloir,166,-2.86,48.55
22368,Tréméreuc,162,-2.06,48.56
22369,Trémeur,48,-2.27,48.35
22370,Tréméven,69,-3.03,48.67
22371,Trémorel,33,-2.30,48.19
22372,Trémuson,311,-2.85,48.52
22373,Tréogan,14,-3.53,48.19
22375,Tressignaux,88,-2.98,48.61
22376,Trévé,61,-2.81,48.22
22377,Tréveneuc,116,-2.87,48.66
22378,Trévérec,51,-3.06,48.66
22379,Trévou-Tréguignec,214,-3.34,48.81
22380,Trévron,74,-2.07,48.39
22381,Trézény,110,-3.36,48.75
22383,Troguéry,80,-3.22,48.76
22384,Uzel,164,-2.85,48.28
22385,La Vicomté-sur-Rance,215,-1.98,48.49
22386,Le Vieux-Bourg,31,-3.00,48.39
22387,Le Vieux-Marché,56,-3.44,48.61
22388,Vildé-Guingalan,168,-2.15,48.44
22389,Yffiniac,277,-2.68,48.47
22390,Yvias,65,-3.05,48.71
22391,Yvignac-la-Tour,34,-2.17,48.35
23-01,Ahun,14,,
23-02,Aubusson,16,,
23-03,Auzances,10,,
23-04,Bonnat,18,,
23-05,Bourganeuf,10,,
23-06,Boussac,14,,
23-07,Dun-le-Palestel,21,,
23-08,Évaux-les-Bains,14,,
23-09,Felletin,9,,
23-10,Gouzon,14,,
23-11,Grand-Bourg,19,,
23-12,Guéret-1,45,,
23-13,Guéret-2,20,,
23-14,Saint-Vaury,28,,
23-15,Souterraine,24,,
23001,Ahun,45,2.02,46.09
23002,Ajain,33,2.00,46.21
23003,Alleyrat,15,2.15,45.99
23004,Anzême,19,1.85,46.25
23005,Arfeuille-Châtain,9,2.43,46.06
23006,Arrènes,10,1.57,46.07
23007,Ars,12,2.08,46.00
23008,Aubusson,193,2.17,45.95
23009,Auge,10,2.33,46.24
23010,Augères,10,1.73,46.08
23011,Aulon,15,1.70,46.09
23012,Auriat,5,1.63,45.87
23013,Auzances,184,2.51,46.03
23014,Azat-Châtenet,13,1.77,46.09
23015,Azerables,23,1.48,46.35
23016,Banize,11,2.00,45.94
23017,Basville,8,2.41,45.86
23018,Bazelat,21,1.53,46.35
23019,Beissat,2,2.28,45.76
23020,Bellegarde-en-Marche,127,2.29,45.98
23021,Bénévent-l'Abbaye,72,1.63,46.12
23022,Bétête,12,2.07,46.36
23023,Blaudeix,16,2.08,46.23
23024,Blessac,30,2.11,45.96
23025,Bonnat,28,1.91,46.32
23026,Bord-Saint-Georges,11,2.29,46.25
23027,Bosmoreau-les-Mines,28,1.75,46.00
23028,Bosroger,16,2.25,46.00
23029,Le Bourg-d'Hem,15,1.84,46.30
23030,Bourganeuf,123,1.75,45.95
23031,Boussac,878,2.22,46.35
23032,Boussac-Bourg,20,2.22,46.37
23033,La Brionne,61,1.79,46.17
23034,Brousse,7,2.45,45.97
23035,Budelière,31,2.47,46.22
23036,Bussière-Dunoise,26,1.76,46.26
23037,Bussière-Nouvelle,12,2.42,46.01
23038,Bussière-Saint-Georges,11,2.15,46.40
23039,La Celle-Dunoise,20,1.78,46.31
23040,La Celle-sous-Gouzon,10,2.21,46.22
23041,La Cellette,13,2.01,46.40
23042,Ceyroux,11,1.66,46.06
23043,Chamberaud,13,2.04,46.05
23044,Chambon-Sainte-Croix,14,1.77,46.35
23045,Chambon-sur-Voueize,29,2.42,46.19
23046,Chambonchard,7,2.54,46.16
23047,Chamborand,21,1.57,46.16
23048,Champagnat,16,2.29,46.02
23049,Champsanglard,17,1.89,46.28
23050,La Chapelle-Baloue,16,1.57,46.36
23051,La Chapelle-Saint-Martial,9,1.92,46.03
23052,La Chapelle-Taillefert,28,1.83,46.11
23053,Chard,14,2.49,45.95
23054,Charron,7,2.56,46.04
23055,Châtelard,13,2.47,45.96
23056,Châtelus-le-Marcheix,8,1.63,46.01
23057,Châtelus-Malvaleix,39,2.03,46.30
23058,Le Chauchet,10,2.33,46.11
23059,La Chaussade,16,2.25,45.99
23060,Chavanat,10,1.97,45.95
23061,Chénérailles,98,2.17,46.11
23062,Chéniers,16,1.83,46.35
23063,Clairavaux,5,2.18,45.78
23064,Clugnat,17,2.12,46.30
23065,Colondannes,26,1.62,46.29
23066,Le Compas,13,2.45,46.00
23067,La Courtine,17,2.24,45.73
23068,Cressat,17,2.09,46.13
23069,Crocq,29,2.36,45.85
23070,Crozant,16,1.61,46.38
23071,Croze,9,2.17,45.82
23072,Domeyrot,9,2.15,46.25
23073,Dontreix,8,2.55,45.98
23074,Le Donzeil,14,1.99,46.04
23075,Dun-le-Palestel,118,1.66,46.30
23076,Évaux-les-Bains,31,2.50,46.17
23077,Faux-la-Montagne,7,1.94,45.74
23078,Faux-Mazuras,9,1.78,45.92
23079,Felletin,128,2.18,45.89
23080,Féniers,6,2.13,45.74
23081,Flayat,8,2.39,45.78
23082,Fleurat,23,1.68,46.23
23083,Fontanières,16,2.52,46.11
23084,La Forêt-du-Temple,19,1.91,46.43
23086,Fransèches,14,2.04,46.03
23087,Fresselines,18,1.70,46.38
23088,Gartempe,13,1.73,46.15
23089,Genouillac,22,1.99,46.34
23090,Gentioux-Pigerolles,5,2.01,45.78
23091,Gioux,5,2.11,45.80
23092,Glénic,23,1.94,46.23
23093,Gouzon,31,2.23,46.19
23095,Le Grand-Bourg,15,1.66,46.16
23096,Guéret,504,1.87,46.16
23097,Issoudun-Létrieix,11,2.16,46.07
23098,Jalesches,10,2.08,46.30
23099,Janaillat,12,1.77,46.05
23100,Jarnages,55,2.08,46.19
23101,Jouillat,20,1.94,46.27
23102,Ladapeyre,12,2.05,46.25
23103,Lafat,18,1.61,46.34
23104,Lavaufranche,15,2.27,46.31
23105,Lavaveix-les-Mines,153,2.09,46.07
23106,Lépaud,16,2.38,46.23
23107,Lépinas,11,1.94,46.06
23108,Leyrat,9,2.29,46.36
23109,Linard,13,1.88,46.37
23110,Lioux-les-Monges,7,2.45,45.94
23111,Lizières,20,1.57,46.21
23112,Lourdoueix-Saint-Pierre,18,1.83,46.40
23113,Lupersat,10,2.36,45.99
23114,Lussat,10,2.33,46.19
23115,Magnat-l'Étrange,9,2.27,45.80
23116,Mainsat,17,2.39,46.05
23117,Maison-Feyne,23,1.67,46.35
23118,Maisonnisses,18,1.90,46.06
23119,Malleret,3,2.32,45.76
23120,Malleret-Boussac,10,2.15,46.34
23121,Malval,11,1.90,46.36
23122,Mansat-la-Courrière,10,1.80,45.96
23123,Les Mars,15,2.49,46.00
23124,Marsac,34,1.58,46.10
23125,Le Mas-d'Artige,7,2.19,45.73
23126,Masbaraud-Mérignat,18,1.72,45.98
23127,Mautes,10,2.39,45.94
23128,Mazeirat,18,1.99,46.14
23129,La Mazière-aux-Bons-Hommes,7,2.44,45.89
23130,Méasnes,21,1.78,46.42
23131,Mérinchal,16,2.49,45.91
23132,Montaigut-le-Blanc,23,1.73,46.12
23133,Montboucher,13,1.68,45.95
23134,Le Monteil-au-Vicomte,15,1.94,45.91
23136,Mortroux,22,1.91,46.40
23137,Mourioux-Vieilleville,20,1.64,46.08
23138,Moutier-d'Ahun,16,2.06,46.10
23139,Moutier-Malcard,21,1.95,46.38
23140,Moutier-Rozeille,22,2.20,45.92
23141,Naillat,19,1.65,46.26
23142,Néoux,12,2.26,45.92
23143,Noth,23,1.58,46.24
23144,La Nouaille,5,2.07,45.84
23145,Nouhant,12,2.39,46.29
23146,Nouzerines,13,2.11,46.39
23147,Nouzerolles,13,1.74,46.38
23148,Nouziers,17,1.96,46.42
23149,Parsac,16,2.14,46.20
23150,Peyrabout,16,1.92,46.10
23151,Peyrat-la-Nonière,11,2.25,46.08
23152,Pierrefitte,11,2.23,46.15
23154,Pionnat,18,2.03,46.17
23155,Pontarion,69,1.85,46.00
23156,Pontcharraud,8,2.27,45.86
23157,La Pouge,11,1.94,45.97
23158,Poussanges,6,2.22,45.82
23159,Puy-Malsignat,13,2.21,46.04
23160,Reterre,17,2.47,46.11
23161,Rimondeix,9,2.12,46.23
23162,Roches,15,1.99,46.28
23164,Rougnat,13,2.50,46.06
23165,Royère-de-Vassivière,8,1.90,45.84
23166,Sagnat,17,1.62,46.31
23167,Sannat,12,2.42,46.12
23168,Sardent,19,1.86,46.05
23169,La Saunière,86,1.94,46.13
23170,Savennes,31,1.89,46.11
23171,Sermur,6,2.42,45.97
23172,La Serre-Bussière-Vieille,9,2.34,46.06
23173,Soubrebost,6,1.84,45.96
23174,Soumans,17,2.33,46.30
23175,Sous-Parsat,15,1.98,46.06
23176,La Souterraine,147,1.48,46.24
23177,Saint-Agnant-de-Versillat,22,1.51,46.28
23178,Saint-Agnant-près-Crocq,8,2.34,45.81
23179,Saint-Alpinien,20,2.24,45.96
23180,Saint-Amand,63,2.21,45.98
23181,Saint-Amand-Jartoudeix,9,1.67,45.92
23182,Saint-Avit-de-Tardes,13,2.30,45.92
23183,Saint-Avit-le-Pauvre,15,2.05,45.99
23184,Saint-Bard,11,2.41,45.91
23185,Saint-Chabrais,13,2.21,46.12
23186,Saint-Christophe,16,1.86,46.10
23187,Saint-Dizier-la-Tour,12,2.15,46.14
23188,Saint-Dizier-les-Domaines,11,2.05,46.32
23189,Saint-Dizier-Leyrenne,18,1.70,46.03
23190,Saint-Domet,11,2.30,46.05
23191,Saint-Éloi,13,1.82,46.08
23192,Saint-Étienne-de-Fursac,26,1.53,46.13
23193,Sainte-Feyre,80,1.91,46.16
23194,Sainte-Feyre-la-Montagne,19,2.23,45.90
23195,Saint-Fiel,59,1.90,46.21
23196,Saint-Frion,13,2.22,45.86
23197,Saint-Georges-la-Pouge,15,1.96,46.00
23198,Saint-Georges-Nigremont,8,2.27,45.84
23199,Saint-Germain-Beaupré,27,1.56,46.32
23200,Saint-Goussaud,8,1.56,46.03
23201,Saint-Hilaire-la-Plaine,19,1.98,46.12
23202,Saint-Hilaire-le-Château,13,1.90,45.99
23203,Saint-Julien-la-Genête,20,2.47,46.14
23204,Saint-Julien-le-Châtel,10,2.27,46.12
23205,Saint-Junien-la-Bregère,5,1.74,45.88
23206,Saint-Laurent,52,1.96,46.16
23207,Saint-Léger-Bridereix,25,1.58,46.28
23208,Saint-Léger-le-Guérétois,31,1.82,46.15
23209,Saint-Loup,10,2.28,46.15
23210,Saint-Maixant,16,2.20,46.00
23211,Saint-Marc-à-Frongier,14,2.11,45.92
23212,Saint-Marc-à-Loubaud,8,1.99,45.84
23213,Saint-Marien,15,2.22,46.41
23214,Saint-Martial-le-Mont,22,2.09,46.05
23215,Saint-Martial-le-Vieux,6,2.31,45.69
23216,Saint-Martin-Château,5,1.81,45.85
23217,Saint-Martin-Sainte-Catherine,11,1.56,45.94
23218,Saint-Maurice-près-Crocq,8,2.32,45.86
23219,Saint-Maurice-la-Souterraine,31,1.43,46.21
23220,Saint-Médard-la-Rochette,15,2.15,46.02
23221,Saint-Merd-la-Breuille,5,2.43,45.73
23222,Saint-Michel-de-Veisse,11,2.05,45.95
23223,Saint-Moreil,10,1.69,45.86
23224,Saint-Oradoux-de-Chirouze,3,2.33,45.73
23225,Saint-Oradoux-près-Crocq,9,2.38,45.89
23226,Saint-Pardoux-d'Arnet,10,2.33,45.88
23227,Saint-Pardoux-Morterolles,6,1.83,45.91
23228,Saint-Pardoux-le-Neuf,24,2.23,45.94
23229,Saint-Pardoux-les-Cards,12,2.12,46.09
23230,Saint-Pierre-Chérignat,8,1.61,45.96
23231,Saint-Pierre-de-Fursac,28,1.49,46.17
23232,Saint-Pierre-Bellevue,7,1.90,45.91
23233,Saint-Pierre-le-Bost,8,2.26,46.40
23234,Saint-Priest,7,2.36,46.09
23235,Saint-Priest-la-Feuille,29,1.54,46.20
23236,Saint-Priest-la-Plaine,11,1.63,46.20
23237,Saint-Priest-Palus,4,1.68,45.89
23238,Saint-Quentin-la-Chabanne,12,2.15,45.88
23239,Saint-Sébastien,28,1.53,46.39
23240,Saint-Silvain-Bas-le-Roc,33,2.22,46.33
23241,Saint-Silvain-Bellegarde,9,2.31,45.97
23242,Saint-Silvain-Montaigut,19,1.76,46.14
23243,Saint-Silvain-sous-Toulx,11,2.19,46.26
23244,Saint-Sulpice-le-Dunois,22,1.73,46.30
23245,Saint-Sulpice-le-Guérétois,55,1.83,46.20
23246,Saint-Sulpice-les-Champs,18,2.02,45.99
23247,Saint-Vaury,39,1.75,46.20
23248,Saint-Victor-en-Marche,22,1.80,46.12
23249,Saint-Yrieix-la-Montagne,9,2.00,45.88
23250,Saint-Yrieix-les-Bois,19,1.96,46.09
23251,Tardes,7,2.35,46.14
23252,Tercillat,12,2.05,46.40
23253,Thauron,8,1.80,46.00
23254,Toulx-Sainte-Croix,8,2.22,46.29
23255,Trois-Fonds,12,2.24,46.24
23257,Vallière,16,2.04,45.91
23258,Vareilles,18,1.46,46.31
23259,Verneiges,14,2.34,46.26
23260,Vidaillat,7,1.90,45.96
23261,Viersat,10,2.44,46.26
23262,Vigeville,23,2.07,46.16
23263,Villard,22,1.70,46.33
23264,La Villedieu,8,1.89,45.73
23265,La Villeneuve,19,2.42,45.90
23266,La Villetelle,10,2.34,45.92
24-02,Bergerac-2,47,,
24-03,Brantôme,20,,
24-05,Haut-Périgord Noir,21,,
24-06,Isle-Loue-Auvézère,23,,
24-07,Isle-Manoire,35,,
24-08,Lalinde,19,,
24-09,Montpon-Ménestérol,18,,
24-10,Pays de la Force,18,,
24-11,Pays de Montaigne et Gurson,28,,
24-12,Périgord Central,22,,
24-13,Périgord Vert Nontronnais,21,,
24-16,Ribérac,21,,
24-17,Saint-Astier,37,,
24-18,Sarlat-la-Canéda,40,,
24-19,Sud-Bergeracois,27,,
24-20,Terrasson-Lavilledieu,26,,
24-21,Thiviers,24,,
24-22,Trélissac,51,,
24-23,Vallée Dordogne,23,,
24-24,Vallée de l'Isle,23,,
24-25,Vallée de l'Homme,21,,
24001,Abjat-sur-Bandiat,24,0.76,45.58
24002,Agonac,45,0.75,45.28
24004,Ajat,16,1.03,45.16
24005,Alles-sur-Dordogne,38,0.87,44.86
24006,Allas-les-Mines,29,1.07,44.83
24007,Allemans,31,0.30,45.29
24008,Angoisse,27,1.15,45.43
24009,Anlhiac,25,1.12,45.32
24010,Annesse-et-Beaulieu,123,0.60,45.18
24011,Antonne-et-Trigonant,61,0.83,45.23
24012,Archignac,15,1.29,45.02
24013,Atur,98,0.76,45.14
24014,Aubas,36,1.20,45.08
24015,Audrix,46,0.95,44.88
24016,Augignac,37,0.70,45.58
24018,Auriac-du-Périgord,22,1.13,45.11
24019,Azerat,22,1.11,45.16
24020,La Bachellerie,53,1.16,45.13
24021,Badefols-d'Ans,25,1.20,45.23
24022,Badefols-sur-Dordogne,37,0.80,44.84
24023,Baneuil,39,0.69,44.85
24024,Bardou,9,0.69,44.74
24025,Bars,10,1.05,45.10
24026,Bassillac,96,0.82,45.18
24027,Bayac,34,0.72,44.81
24028,Beaumont-du-Périgord,45,0.75,44.77
24029,Beaupouyet,22,0.29,45.00
24030,Beauregard-de-Terrasson,89,1.23,45.16
24031,Beauregard-et-Bassac,23,0.63,44.99
24032,Beauronne,17,0.36,45.10
24033,Beaussac,10,0.48,45.51
24034,Beleymas,17,0.49,44.99
24035,Belvès,60,0.98,44.75
24036,Berbiguières,32,1.04,44.84
24037,Bergerac,499,0.49,44.85
24038,Bertric-Burée,27,0.35,45.31
24039,Besse,10,1.11,44.67
24040,Beynac-et-Cazenac,43,1.13,44.86
24041,Bézenac,33,1.09,44.85
24042,Biras,32,0.64,45.29
24043,Biron,14,0.87,44.62
24044,Blis-et-Born,22,0.91,45.17
24045,Boisse,15,0.66,44.72
24046,Boisseuilh,10,1.18,45.28
24047,La Boissière-d'Ans,28,0.97,45.23
24048,Bonneville-et-Saint-Avit-de-Fumadières,42,0.08,44.88
24050,Borrèze,13,1.39,44.97
24051,Bosset,14,0.36,44.95
24052,Bouillac,11,0.92,44.76
24053,Boulazac,465,0.77,45.17
24054,Bouniagues,64,0.53,44.76
24055,Bourdeilles,35,0.58,45.32
24056,Le Bourdeix,21,0.64,45.58
24057,Bourg-des-Maisons,7,0.43,45.34
24058,Bourg-du-Bost,33,0.26,45.27
24059,Bourgnac,37,0.40,45.02
24060,Bourniquel,7,0.77,44.81
24061,Bourrou,15,0.60,45.05
24062,Bouteilles-Saint-Sébastien,13,0.29,45.35
24063,Bouzic,12,1.22,44.72
24064,Brantôme,63,0.66,45.36
24065,Breuilh,25,0.75,45.06
24066,Brouchaud,18,1.00,45.20
24067,Le Bugue,93,0.93,44.93
24068,Le Buisson-de-Cadouin,41,0.89,44.82
24069,Bussac,22,0.60,45.27
24070,Busserolles,17,0.65,45.67
24071,Bussière-Badil,22,0.60,45.64
24073,Calès,48,0.81,44.86
24074,Calviac-en-Périgord,33,1.32,44.86
24075,Campagnac-lès-Quercy,15,1.18,44.70
24076,Campagne,28,0.98,44.90
24077,Campsegret,28,0.57,44.94
24079,Cantillac,24,0.64,45.40
24080,Capdrot,12,0.95,44.68
24081,Carlux,48,1.36,44.89
24082,Carsac-Aillac,89,1.27,44.85
24083,Carsac-de-Gurson,28,0.10,44.94
24084,Carves,11,1.06,44.79
24085,La Cassagne,10,1.31,45.06
24086,Castelnaud-la-Chapelle,23,1.13,44.80
24087,Castels,33,1.08,44.87
24088,Cause-de-Clérans,23,0.67,44.87
24089,Cazoulès,133,1.43,44.88
24090,Celles,20,0.41,45.29
24091,Cénac-et-Saint-Julien,60,1.20,44.79
24092,Cendrieux,20,0.83,45.00
24093,Cercles,13,0.47,45.37
24094,Chalagnac,29,0.68,45.09
24095,Chalais,21,0.94,45.50
24096,Champagnac-de-Belair,38,0.70,45.40
24097,Champagne-et-Fontaine,16,0.34,45.43
24098,Champcevinel,157,0.72,45.22
24099,Champeaux-et-la-Chapelle-Pommier,6,0.58,45.47
24100,Champniers-et-Reilhac,25,0.72,45.67
24101,Champs-Romain,15,0.77,45.54
24102,Chancelade,263,0.66,45.21
24103,Le Change,37,0.89,45.20
24104,Chantérac,30,0.44,45.17
24105,Chapdeuil,19,0.47,45.34
24106,La Chapelle-Aubareil,25,1.19,45.01
24107,La Chapelle-Faucher,22,0.76,45.37
24108,La Chapelle-Gonaguet,56,0.62,45.23
24109,La Chapelle-Grésignac,17,0.34,45.39
24110,La Chapelle-Montabourlet,12,0.46,45.39
24111,La Chapelle-Montmoreau,9,0.64,45.45
24113,La Chapelle-Saint-Jean,25,1.16,45.20
24114,Chassaignes,13,0.25,45.25
24115,Château-l'Évêque,59,0.69,45.26
24116,Châtres,16,1.20,45.19
24117,Chavagnac,26,1.37,45.09
24118,Chenaud,26,0.08,45.21
24119,Cherval,15,0.39,45.39
24120,Cherveix-Cubas,42,1.11,45.29
24121,Chourgnac,10,1.05,45.23
24122,Cladech,17,1.07,44.81
24123,Clermont-de-Beauregard,19,0.65,44.95
24124,Clermont-d'Excideuil,24,1.05,45.36
24126,Colombier,34,0.52,44.78
24127,Coly,28,1.27,45.09
24128,Comberanche-et-Épeluche,42,0.28,45.28
24129,Condat-sur-Trincou,28,0.72,45.37
24130,Condat-sur-Vézère,55,1.23,45.11
24131,Connezac,14,0.53,45.51
24132,Conne-de-Labarde,23,0.55,44.78
24133,La Coquille,60,0.97,45.54
24134,Corgnac-sur-l'Isle,39,0.94,45.37
24135,Cornille,51,0.78,45.25
24136,Coubjours,16,1.25,45.24
24137,Coulaures,26,0.97,45.30
24138,Coulounieix-Chamiers,375,0.69,45.16
24139,Coursac,81,0.64,45.13
24140,Cours-de-Pile,142,0.56,44.84
24141,Coutures,23,0.40,45.33
24142,Coux-et-Bigaroque,51,0.97,44.85
24143,Couze-et-Saint-Front,90,0.72,44.83
24144,Creyssac,20,0.55,45.31
24145,Creysse,164,0.55,44.86
24146,Creyssensac-et-Pissot,29,0.67,45.07
24147,Cubjac,35,0.94,45.23
24148,Cunèges,50,0.37,44.78
24150,Daglan,28,1.19,44.75
24151,Doissat,9,1.09,44.72
24152,Domme,40,1.24,44.80
24153,La Dornac,26,1.34,45.07
24154,Douchapt,38,0.45,45.23
24155,Douville,23,0.60,45.00
24156,La Douze,48,0.86,45.07
24157,Douzillac,47,0.41,45.09
24158,Dussac,20,1.07,45.40
24159,Échourgnac,12,0.22,45.13
24160,Église-Neuve-de-Vergt,64,0.73,45.09
24161,Église-Neuve-d'Issac,8,0.43,44.98
24162,Escoire,114,0.85,45.21
24163,Étouars,19,0.62,45.61
24164,Excideuil,233,1.06,45.33
24165,Eygurande-et-Gardedeuil,11,0.12,45.08
24166,Eyliac,34,0.86,45.16
24167,Eymet,84,0.39,44.67
24168,Plaisance,18,0.56,44.70
24170,Eyvirat,15,0.74,45.33
24171,Eyzerac,51,0.90,45.39
24172,Les Eyzies-de-Tayac-Sireuil,22,1.04,44.94
24174,Fanlac,9,1.09,45.07
24175,Les Farges,39,1.19,45.11
24176,Faurilles,10,0.69,44.70
24177,Faux,37,0.65,44.79
24178,Festalemps,22,0.24,45.22
24179,La Feuillade,188,1.40,45.12
24180,Firbeix,13,0.94,45.59
24181,Flaugeac,44,0.44,44.75
24182,Le Fleix,81,0.26,44.88
24183,Fleurac,11,1.00,45.00
24184,Florimont-Gaumier,16,1.24,44.71
24186,Fonroque,33,0.41,44.70
24188,Fossemagne,28,0.99,45.12
24189,Fougueyrolles,42,0.19,44.87
24190,Fouleix,21,0.67,44.98
24191,Fraisse,7,0.30,44.93
24192,Gabillou,12,1.03,45.21
24193,Gageac-et-Rouillac,31,0.36,44.80
24194,Gardonne,184,0.33,44.83
24195,Gaugeac,11,0.88,44.67
24196,Génis,18,1.16,45.33
24197,Ginestet,58,0.44,44.90
24198,La Gonterie-Boulouneix,21,0.58,45.38
24199,Gout-Rossignol,16,0.41,45.42
24200,Grand-Brassac,17,0.49,45.30
24202,Granges-d'Ans,14,1.12,45.21
24203,Les Graulges,15,0.45,45.50
24204,Grèzes,34,1.36,45.11
24205,Grignols,27,0.54,45.08
24206,Grives,16,1.08,44.76
24207,Groléjac,51,1.29,44.81
24208,Grun-Bordas,17,0.64,45.05
24209,Hautefaye,10,0.51,45.54
24210,Hautefort,42,1.14,45.26
24211,Issac,17,0.45,45.02
24212,Issigeac,79,0.61,44.73
24213,Jaure,21,0.56,45.05
24214,Javerlhac-et-la-Chapelle-Saint-Robert,30,0.55,45.56
24215,Jayac,10,1.35,45.03
24216,La Jemaye,4,0.26,45.16
24217,Journiac,23,0.89,44.97
24218,Jumilhac-le-Grand,18,1.08,45.51
24219,Labouquerie,21,0.79,44.75
24220,Lacropte,25,0.83,45.05
24221,Rudeau-Ladosse,13,0.53,45.49
24222,La Force,164,0.36,44.88
24223,Lalinde,107,0.74,44.86
24224,Lamonzie-Montastruc,33,0.59,44.90
24225,Lamonzie-Saint-Martin,118,0.39,44.83
24226,Lamothe-Montravel,108,0.02,44.85
24227,Lanouaille,42,1.13,45.38
24228,Lanquais,38,0.67,44.81
24229,Le Lardin-Saint-Lazare,172,1.23,45.14
24230,Larzac,20,1.00,44.74
24231,Lavalade,27,0.86,44.69
24232,Lavaur,7,1.02,44.63
24233,Laveyssière,18,0.44,44.94
24234,Les Lèches,16,0.39,44.98
24235,Léguillac-de-Cercles,14,0.52,45.39
24236,Léguillac-de-l'Auche,69,0.55,45.19
24237,Lembras,117,0.52,44.89
24238,Lempzours,14,0.82,45.35
24239,Ligueux,42,0.81,45.31
24240,Limeuil,32,0.90,44.90
24241,Limeyrat,23,0.98,45.17
24242,Liorac-sur-Louyre,11,0.64,44.90
24243,Lisle,50,0.56,45.27
24244,Lolme,32,0.85,44.71
24245,Loubejac,15,1.07,44.60
24246,Lunas,21,0.40,44.92
24247,Lusignac,24,0.32,45.33
24248,Lussas-et-Nontronneau,14,0.58,45.52
24249,Manaurie,15,0.99,44.96
24251,Manzac-sur-Vern,29,0.59,45.08
24252,Marcillac-Saint-Quentin,48,1.20,44.96
24253,Mareuil,44,0.45,45.44
24254,Marnac,24,1.03,44.83
24255,Marquay,24,1.13,44.94
24256,Marsac-sur-l'Isle,295,0.65,45.18
24257,Marsalès,26,0.89,44.70
24258,Marsaneix,44,0.78,45.09
24259,Maurens,46,0.48,44.93
24260,Mauzac-et-Grand-Castang,57,0.78,44.88
24261,Mauzens-et-Miremont,16,0.93,44.99
24262,Mayac,27,0.95,45.28
24263,Mazeyrolles,12,1.01,44.67
24264,Ménesplet,91,0.11,45.00
24266,Mensignac,58,0.56,45.22
24267,Mescoules,35,0.43,44.74
24268,Meyrals,32,1.07,44.91
